"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFCBANK","EQ","19-Oct-2020","       1199.35","       1235.00","       1235.00","       1192.60","       1203.00","       1203.55","       1206.93","   21179884","         25562653004.00","     312856","    6298278","         29.74"
"HDFCBANK","EQ","20-Oct-2020","       1203.55","       1207.50","       1227.40","       1205.90","       1224.60","       1223.95","       1218.32","   13705994","         16698234148.05","     278115","    6665757","         48.63"
"HDFCBANK","EQ","21-Oct-2020","       1223.95","       1230.60","       1251.00","       1221.70","       1245.25","       1246.70","       1238.33","   17820565","         22067746473.40","     311963","    9474491","         53.17"
"HDFCBANK","EQ","22-Oct-2020","       1246.70","       1239.95","       1250.00","       1223.00","       1232.00","       1233.30","       1237.77","   10956548","         13561713112.70","     269781","    4980877","         45.46"
"HDFCBANK","EQ","23-Oct-2020","       1233.30","       1243.50","       1248.45","       1231.20","       1236.55","       1235.80","       1238.33","    7933126","          9823852876.90","     172764","    3893201","         49.08"
"HDFCBANK","EQ","26-Oct-2020","       1235.80","       1229.80","       1242.00","       1204.60","       1216.55","       1210.90","       1222.29","    9786023","         11961384155.70","     197782","    4286264","         43.80"
"HDFCBANK","EQ","27-Oct-2020","       1210.90","       1226.00","       1236.00","       1197.85","       1235.00","       1233.10","       1216.83","   12158922","         14795287654.70","     207342","    5566363","         45.78"
"HDFCBANK","EQ","28-Oct-2020","       1233.10","       1228.00","       1232.00","       1201.50","       1210.30","       1209.60","       1214.22","    8285625","         10060586819.90","     202965","    3816626","         46.06"
"HDFCBANK","EQ","29-Oct-2020","       1209.60","       1200.60","       1204.45","       1178.50","       1190.50","       1187.20","       1189.63","   11530152","         13716659781.80","     207330","    4599106","         39.89"
"HDFCBANK","EQ","30-Oct-2020","       1187.20","       1182.55","       1199.30","       1176.35","       1182.40","       1183.55","       1186.31","    5761470","          6834878663.65","     137766","    1417497","         24.60"
